xc,yc,a,b,theta,xc,yc,a,b,theta
2777589.78867385,-5233462.878486663,48608602.90610586,48733735.82973161,-0.7725753592380032,-2105014.587125144,2216618.6964474707,38332286.00875452,38767305.878724,0.6351199191360805
2734199.092054858,-5095783.919627239,48410192.95972728,48563813.08466294,-0.7600017723139301,-2080042.3581047475,2093722.6103411259,38466065.83616542,38880492.340124235,0.6443056185059487
2673265.992339223,-4940014.277986417,48241036.59327117,48391839.661333345,-0.6239242919549194,-2055360.846293489,1978285.0726980933,38598624.02229372,39012598.40006937,0.6510765158493357
2591300.9997205343,-4789540.679214989,48098204.00193984,48205704.415311575,-0.5873976683620352,-2017202.5830381594,1848158.6051008902,38740397.60928795,39119577.94928426,0.6672433055249942
2525853.933538697,-4698345.731873835,47927261.30718529,48055478.03259757,-0.7096888503376214,-1976234.4088361466,1750316.2768910115,39232822.84572304,38863150.75092302,2.2409773956855683
2444034.6929054735,-4596596.81750451,47771923.53431388,47901283.53042142,-0.7133602492365284,-1925661.0302478005,1642194.528366096,39350649.71203314,38999651.77648884,2.2458458610376772
2404352.053288368,-4440481.529529893,47630326.92886386,47741506.024482004,-0.5846895290396075,-1912436.1212096068,1552631.5514387323,39426531.3579599,39086847.43171165,-16.58999092948629
2345194.1775674354,-4342945.340175019,47490578.63548421,47602197.68017635,-0.5808754853358542,-1878318.295077873,1446965.633427231,39327744.97747524,39405834.45768608,32.0309612565563
2273717.023209083,-4241991.454608475,47304269.900462255,47433903.17622268,-0.703472793841915,-1829171.6913320986,1328068.4862636926,39347343.569306515,39654966.32341723,13.268271711051897
2056770.6463675224,-4255642.675429645,47232973.29714282,47337385.946176365,-0.6094390626404849,-1672720.0699976343,1280125.218794192,39528470.22847823,39821333.81368496,-5.627709901411576
1896354.7893221958,-4274468.387264531,47167275.36593704,47268012.30188115,-0.6397828836921324,-1549754.9475166781,1250025.52589162,39787003.85955837,39806958.16728411,-2.458654267651099
10239102.055326685,3717185.4594913227,54321103.23916971,54169621.69473446,0.25501934703718887,-6006611.193725357,-2453481.7658406603,35025253.42884261,33871539.438005544,0.37373438540533854
10817796.815752476,930464.2467312333,54104969.58058113,54073787.3986856,-0.5759277768509461,-6335818.7105961805,-797533.0693181307,35114252.92613151,33997539.17497196,0.10953819304671142
10665553.286096582,166194.0969688554,53928628.43792062,53891076.4045109,-0.45384838453329557,-6307930.4096351005,-384152.3613198468,35209271.57424903,34097986.60389398,0.04398413914409327
10469551.468997706,90509.31715856104,53721238.11529776,53683573.1101713,-0.7237859601023436,-6225761.584056142,-386033.7517779381,35270546.346895024,34200277.095746435,0.04614121450859568
10365706.6705892,-867966.6112494738,53622026.16429995,53566066.80383246,-10.683763589634314,-6209063.672101903,160943.14459808596,35375604.94188827,34265883.0614287,-0.0435747137830699
10147443.257234255,-788481.8820229135,53460025.23006782,53384519.18998001,-0.6966605806301683,-6136885.85678187,95932.67619242377,35436236.014926136,34360449.691484846,-0.04421474777171604
9974385.291917864,-339325.23602078157,53305756.50981616,53219308.50971588,-0.32199585655196555,-6108226.475684772,-226779.37989094047,35519006.95077267,34417012.05899079,0.023290834636853098
9801949.948215066,-484708.7715754739,53104057.15592031,53029544.03513213,-0.5650924732602493,-6032172.34685605,-171827.47360362503,35587787.449446,34515346.425445326,0.0032233337808155087
9644248.566042364,-154879.42966833914,52856535.80299351,52869955.53832834,13.12290066053709,-5955295.633856601,-415849.62099945743,35634646.43906596,34598510.27913112,0.05341140360746683
9467305.522965495,-1546293.3557317648,52839475.12952592,52748434.89892618,-4.153390116666929,-5870014.216152093,452124.57051002467,35715904.85125715,34703621.597590655,-0.10013248610288536
8943870.041116493,-3146997.324080803,52659277.85424607,52664208.627669625,12.955149245087533,-5572409.749510634,1448350.434346355,35823076.6388837,34858675.16270416,-0.2857482496977488
8166702.763522387,-4608645.109383819,52510611.65695026,52567848.67909901,0.023381309417079412,-5122087.968777307,2347963.6915420056,35942743.214220144,35013974.34075718,-0.46165644537021044
7543985.015962862,-5348641.72660157,52428565.23103307,52452634.28586274,-9.220457691247438,-4776571.131135715,2850425.160798559,36033717.87207129,35115246.01962461,-0.5675153413306414
6571390.843915293,-6356488.513269384,52280742.1169268,52335542.75816973,0.05725041001890951,-4188099.690011034,3461098.819042104,36160658.87058438,35275179.46553094,-0.7125189477504262
5681457.125333674,-7119639.168176729,52270193.61949393,52191023.332876384,-1.8720796511192326,-3625661.1689840113,3899791.7078753277,36026899.33390312,35629697.49194331,8.425925348695788
5816498.118326922,-6797781.168179496,52042637.66517282,52053634.79318321,2.7867180616562024,-3735966.437266921,3682302.2993343547,36333891.26260023,35509453.50984135,2.335647965169326
5917266.733973118,-6471320.63212203,51872141.52081682,51935375.06601879,3.068113790170447,-3841944.301005722,3495142.6203114972,36427035.98136407,35593724.25347268,5.509827117681027
6048070.592031421,-6107355.055962653,51742823.87540864,51637699.30773946,-1.8224897138262552,-3942492.551619491,3256952.9197483175,36496986.802437626,35698176.55555266,-0.7225565826746643
5927704.665255942,-5992243.605068567,51529631.96125686,51533418.87348488,606.353124994133,-3902345.167793688,3176114.068285359,36592683.91248901,35805957.963926196,-0.7184968986514513
5911720.542091811,-5777114.53829838,51374850.3505061,51284349.59951773,-1.9871337531343725,-3915292.301196537,3017404.564179354,36689812.31527094,35923959.562418304,-0.6976044935548155
5880644.780535395,-5508524.802251384,51089966.394164465,51175711.82286076,6.065012623912933,-3937428.322034284,2842125.0127060534,36792828.7356447,36042821.92131511,-0.6675960063139662
5824260.237876471,-5339730.074660898,50932768.855175085,50934864.09972143,-3.553536361001373,-3920509.2712202766,2706183.6050436934,36886625.5810319,36162926.306275144,-0.6507080876039846
5633822.208839857,-5346929.284046036,50755599.044084154,50855279.42095354,-0.2783865539021274,-3859269.563755226,2724643.4651989117,37042235.23698637,36253899.039108574,-0.6589039628919061
5534222.076457293,-5209872.88443944,50576635.730297424,50681306.6577479,-0.23237520697539946,-3802545.859001185,2612900.4694782603,36833738.451943964,36647073.71855858,-0.8268936823588959
5477334.77852423,-5023784.957608786,50361867.299632184,50485490.35709282,-0.3273506918789239,-3793452.332876253,2456944.358052916,36504058.759714685,37211706.15043939,4.086429824392163
5446094.194714314,-4829303.698451526,50213394.04295604,50323633.949378364,-0.282425193715365,-3806941.7037345944,2325605.3332554847,36941620.78113982,36940743.4730317,348.1520855499431
5329714.416246574,-4868068.798094181,50096052.45913427,50246954.01867062,-0.31843946851517857,-3718001.932320358,2337130.7609577226,36663792.51505225,37338476.16153402,-8.489509664089011
4848327.005864762,-5204081.076427669,50015460.94713997,50121498.40008341,-0.3919447882882146,-3406018.3277951884,2528327.737356159,37450885.47293828,36832002.18106119,-32.12261812108721
4428245.004982213,-5451243.431148737,49903121.92276028,50015207.69366041,-0.411685939264227,-3133495.427796601,2666298.7700626557,36988567.01476592,37588115.05239707,0.7958770065463193
4439691.824733864,-5232726.257696805,49718562.73650541,49840823.465454146,-0.40895447089488873,-3191403.3361055395,2547007.3872774537,37409592.88793147,37368234.13046849,11.71576090976422
4332604.3953930745,-5162641.514810567,49554158.712551855,49689371.11904115,-0.4883284402889342,-3103205.358529521,2447985.01501784,37198298.74818776,37765439.820306316,-2.3187800142835817
4170602.296098299,-5226552.094467782,49530011.57240809,49638392.528500766,-0.42884752776345125,-3005604.147862338,2490074.8887974974,37257264.74078213,37819860.74895304,-2.343591281580854
3873784.0905709183,-5361430.064169932,49420775.99982716,49543729.16876534,-0.48186580948393853,-2803219.3730868693,2542524.859252077,37399570.278987184,37939460.36507858,0.7493968946094486
3871816.4677993045,-5224419.116194578,49280081.42990017,49410467.43609546,-0.5323983664604004,-2815283.431633811,2440348.6716469787,37476513.021851264,38006208.95058673,0.7674155255616859
3778189.8619354037,-5126529.100126504,49116034.836953364,49253716.93701524,-0.5542115675664007,-2774790.741684179,2362207.8492156137,37958328.272248894,37767882.45545118,-7.018674674160837
3730171.062264776,-4984790.160162534,48995130.83552661,49110542.29337128,-0.48287700240695614,-2756281.5550627187,2270936.193809371,37675907.98985424,38183221.06580618,0.7818626441595384
3710622.7861574716,-4916051.54503834,48825014.74324245,49001632.097734146,-0.5889784347135804,-2752021.353313967,2186160.3813675316,37893102.85683991,38114141.84784896,-2.338750243181559
3561976.2785084466,-4839526.697859032,48735968.9257251,48854801.988827825,-0.4905275596013326,-2684002.3531061267,2126636.9034857266,38404202.465876475,37880886.22763654,-0.7720394925767117
3548095.1316967118,-4691546.453332607,48534046.45581241,48700258.15343529,-0.5079208331550532,-2649914.1556752683,1993976.2178716813,38250046.781564705,38155885.7756581,-0.9780541517114045
3413191.4567626384,-4642217.303020092,48449050.17434824,48569880.02572909,-0.47888694226196327,-2602120.588409366,1952078.97804556,38092664.25881082,38577175.9995909,0.8085481933969024
3353318.284563459,-4598875.41859694,48345646.48435847,48476837.74311475,-0.5073436547023575,-2564265.413782204,1882003.914396098,38180452.52865489,38648924.40987033,-8.613214850325283
3210253.579611,-4635182.785276152,48288679.75974089,48408597.177169375,-0.494482557763748,-2465598.9468888864,1877598.507891222,38511025.717848256,38508868.97647038,21.274599574836476
3011291.8621365824,-4696450.195990967,48195980.40173018,48324445.88992326,-0.5529439832662514,-2307227.971784559,1855351.5890103932,38608999.74600361,38617610.53646524,-100.03471478631442
2892895.6668912843,-4681003.16711822,48082621.966240644,48216265.81898707,-0.6505682398005171,-2230603.2055950155,1808389.80489806,38686021.1815457,38736296.75477676,7.089769186737411
2718363.0457220348,-4718649.207205134,47996986.110617146,48133608.646386765,-0.7068442237278513,-2108352.8085741038,1782161.6661777871,38667809.88854088,39049504.12137806,0.7020367573586582
2520946.89455301,-4747472.699461083,47957214.548603,48064356.67557193,-0.5813158086173457,-1986089.1124744567,1781075.2805358055,38789652.9930667,39193891.88446743,0.6769196005989682
2459871.390708612,-4638186.900634117,47762528.68920344,47896814.042610906,-0.7155752832237292,-1933786.8231442727,1653530.3276099495,38933858.80872433,39289586.70640249,0.6722383207532847
2399618.9799930686,-4504888.191718774,47590021.88879166,47736442.80404419,-0.6112874921909028,-1891367.8913176989,1537689.614519399,39221463.16612187,39190304.330000766,-1.177989459442514
2338421.7783063296,-4394015.206910116,47486848.13268052,47597463.35992363,-0.5721972082598785,-1874555.1357858975,1460606.5680623788,39157148.82007068,39500460.953138925,35.23891022869392
2296072.408771099,-4282034.262270585,47309367.89103849,47440228.255411424,-0.6996948231279081,-1842008.2934554818,1359309.7965221698,39262759.48455347,39574844.502690874,393.3984159509663
2240647.9904258056,-4233142.028734078,47224891.59771675,47354499.44022834,-0.6995739735680547,-1810741.753244251,1314278.041449059,39332524.23365496,39653305.50177448,-5.585162903586389
2187738.849413741,-4161908.342029788,47111032.67791708,47242336.81617977,-0.7026098320412059,-1773085.690780483,1218418.3926231214,39734604.73896416,39438749.11040891,-0.867040806000619
2090881.8717914522,-4086441.632782252,46979741.664257415,47105763.95800831,-0.6899058274109613,-1703218.6583161436,1119077.8481258866,39733701.01481279,39654317.43645828,-0.6384302681583987
2019326.1292141646,-4024903.486797659,46899969.7620982,47010178.66757264,-0.5779333002884847,-1659098.0785791343,1040621.3060309726,39807151.9642593,39801018.59171147,-0.7770540899190546
2002776.498393569,-3955664.161408131,46752686.495106995,46905425.49174166,-0.7138625067218707,-1641269.8958269798,1002829.2658725677,39987508.3809882,39726509.845622465,-0.8707326808747786
1900692.0592332883,-3908967.36426291,46713584.10418457,46818470.41770961,-0.5716204598949115,-1588245.5330725866,944290.7867259177,40107724.596407495,39831154.50425882,-0.8735541172350542
1723774.0962406674,-3941822.6645704205,46601818.8763146,46739009.43085857,-0.6504591998700134,-1430710.7062305138,873828.9928918483,40177050.98538572,40107579.067391604,-1.0213070326265155
9985175.626670478,4386330.823879707,54322606.014831066,54182184.750972554,0.2740526581182903,-5860183.912405551,-2880690.966135878,35024748.86286618,33832508.20191566,0.4519249186667264
10536198.402077416,2557213.789326321,54125664.818196714,54070218.934532546,-0.2461080732094975,-6180130.692320392,-1760671.7387352183,35094971.641198486,33957288.62989519,0.2659568307915974
10741736.97527988,-1194195.3507279786,54006025.156157374,54041899.714629486,-30.785333534101845,-6307248.9468674185,459566.1650210559,35171940.079827584,34076244.05297511,-0.08286935047499651
9649499.934135271,-4670297.850788792,53908729.29986675,53947711.6844689,0.29026409729351205,-5703126.197938925,2506331.079959986,35279352.095084965,34204169.96433987,-0.4249240068409331
8842682.162103405,-5878859.011365551,53949013.715517044,53849136.25318173,-0.7301436594417354,-5263981.592214695,3214184.226627427,35330184.1945305,34282347.48389194,-0.5603604031773435
7529605.516883184,-7389239.979841537,53828900.683785275,53818823.41553897,1.9295183263788853,-4499882.348788764,4119648.0981470705,35399611.99159861,34369503.71727828,-0.7531822202321854
7951919.235762844,-6669915.2750895275,53570720.453446746,53616886.14754111,-6.036182446138221,-4791057.927072498,3701458.110730812,35518535.36514479,34461526.08835949,-0.6774666752730745
8285438.82969717,-5872088.130432048,53373189.97669476,53377420.22949896,0.6830525453605143,-5028209.813286917,3208117.093769466,35575088.5743688,34571153.90159887,-0.5810067013969454
8410936.131837117,-5293129.006785825,53138170.62071739,53166166.824784376,0.2517143025663449,-5165365.322203,2854706.14379879,35692077.15007786,34676994.92558493,-0.5155822657506997
8612327.142636165,-4471937.5531935925,52920835.10057916,52979796.608293526,-5.649840226515869,-5326649.382584922,2361258.049546376,35743765.28394784,34769594.18222931,-0.4419424033360685
8590289.057138387,-4285861.475237122,52720157.947362445,52808915.802352384,-0.07837083026938711,-5312133.2773409,2206141.669775834,35804478.636988424,34862942.14828919,-0.41698346227038857
8078452.875560961,-4923714.850181733,52686712.933205634,52678919.419454746,-0.9876661693744495,-5050425.908077111,2599339.8572485377,35892621.20745501,34961268.589181304,-0.4994724435301191
8085912.466541805,-4560942.307185295,52428879.46079506,52485086.70764131,3.037339138038541,-5100831.934083338,2349893.729465036,36004460.02192711,35065685.47801891,-0.45008134576289227
7992641.283861634,-4233727.136104121,52222500.15140767,52290104.83180718,-2.7164063634548343,-5089250.254066132,2136198.0084381765,36079901.212923795,35184582.16423594,-0.42714485397644214
7908607.459132139,-3979776.0092367213,52069970.002021484,52001599.453871496,1.7858858584052701,-5082699.510744081,1949734.3177250838,36186415.05420758,35296486.08453071,-0.39233444494030234
7670422.374768807,-4322055.274882209,51879167.8193446,51998035.445991464,0.022437702553652347,-4923519.171691486,2151212.0606753267,36235550.3383521,35377522.02243685,-0.4452155992712661
7363201.187802904,-4715437.157618382,51919842.132403694,51780079.823276915,1.4840296321794986,-4757117.822629698,2389492.451974915,36339393.90085592,35458846.20900139,-0.5085540160691571
6594215.445517995,-5560219.733631841,51720153.52286882,51733676.334085256,-0.25857357562294575,-4281398.947631605,2901271.308100951,36439470.04715662,35629663.6080406,-0.6310618238944901
6041099.277942145,-6079028.691394958,51692401.4725141,51694682.38750142,9.01311150462533,-3948324.2634914075,3222776.4646751676,36514670.41038833,35721726.48602083,-0.7198112759129133
5307534.660878291,-6589142.263708031,51540566.849095106,51604502.467692874,-0.19201544817172939,-3497523.9652722552,3531968.2146049673,36652907.593970135,35882257.50279083,5.456338873465779
4689002.662791788,-6925956.157707538,51431962.0145902,51496050.28628846,-0.269826602038834,-3110057.701897087,3741386.420129002,36766353.995087996,36015827.65500963,-4.0541618498009395
4197896.363226415,-7162902.7149641765,51360815.143471904,51418174.462627344,-0.43259274754229654,-2805906.0261940947,3916850.782064251,36551484.98575822,36352901.85348623,1.9640339775493447
3800107.721790199,-7316375.867154986,51293856.917693265,51350997.30876636,-0.44453185094548925,-2543709.962526814,3975575.865856859,36930553.82106705,36201986.04421189,8.391214995025528
3305431.7531617424,-7518998.264783251,51258200.25597028,51311215.59685418,-0.4834472632500424,-2219738.8172126543,4084570.532761313,36289112.31867922,37003281.5843107,0.4686968568743281
3450281.368227218,-7301619.922891432,51099198.564299166,51166734.02546215,-0.5480286925544022,-2325852.357653615,3954912.2000872404,36369262.405602045,37063090.67632169,0.49823502515999063
3552922.227485109,-7041349.807765138,50906327.29779831,50970846.13361452,-0.5484324248173136,-2436604.811176345,3829935.1712262877,36465681.817091905,37202096.46982015,0.542604865994623
3633454.9427268496,-6805357.021522804,50687764.79155546,50778201.55669682,-0.6611181470913693,-2511182.3187103705,3689943.548941863,37010310.96282457,36894839.810628995,-7.335735229543629
3726390.7812193558,-6564983.114511247,50480885.061693564,50599233.56400825,-0.6791078016874963,-2560071.714273373,3495154.0122156087,36922542.20583401,37080151.997695714,0.6767206367700402
3665803.343044879,-6447709.87882604,50383565.39612564,50472459.30900882,-0.6088643892799149,-2559372.6970333736,3471941.132045542,36769274.665971205,37458514.44335461,0.5797863734848187
3645475.749296427,-6271420.678862899,50220177.22041004,50299919.80770827,-0.5822522567612534,-2556824.7760512773,3323372.545459481,36902955.144448824,37522152.95321516,0.6059107614302923
3680885.8651903262,-6068965.283152454,50029483.10609863,50128021.94456915,-0.5958037839082014,-2597887.487265724,3175536.019226759,37021243.03903538,37618294.42180966,0.6321725408227091
3612346.5232355227,-5954124.554566754,49874827.67659766,49978591.55320894,-0.6108774796779788,-2568160.091747275,3081413.555878849,37140326.131639756,37723901.1790527,0.6366462987482833
3614551.467838743,-5760778.747822064,49671570.21600575,49790307.809084386,-0.6699045378287317,-2597328.57434953,2947383.467911115,37261356.283081025,37854767.366452135,0.6583487645652788
3448853.134600223,-5764562.559677277,49575729.00838083,49692834.91160748,-0.680076467249185,-2483903.4142410983,2905893.2039820957,37380604.528817035,37930140.55345829,0.6408725893319202
3449043.57886421,-5558855.538167435,49396769.497746095,49510506.82899866,-0.6026631536297424,-2523030.3588805567,2787296.3614805276,37484840.51343553,38063025.92212631,0.6748182021735895
3371809.270700092,-5508531.955840426,49230440.48469845,49389415.234019466,-0.7446888953087017,-2454543.190223166,2701864.950213637,37603681.666311696,38125704.17998413,0.660763479293294
3333391.5760452165,-5298887.352732601,49089876.74501484,49196571.0626779,-0.6104005061222109,-2458019.0474496065,2566549.3160781725,37726640.45199919,38225405.55299681,0.6793088622107851
3292125.906489872,-5230211.660775825,48971795.40982009,49097820.826771826,-0.6073255308628022,-2453927.771014854,2506106.662993684,37806496.84873955,38345005.595182985,0.6929097180806
3231967.2423988497,-5128185.323036187,48858583.75328158,48966128.5121154,-0.5941845609529259,-2412294.6112958193,2395221.7995066135,37922237.07749648,38399204.87404231,0.6921239297536209
3225986.916800128,-5026324.683338597,48702473.62858505,48844909.713616244,-0.6637402452403276,-2419438.6765565756,2300179.847517901,38011943.49117925,38501928.917220525,0.6964887674993507
3161621.610643138,-4861212.76595154,48548380.380727105,48663384.82871771,-0.58369055996467,-2392512.6309364773,2161996.6886459664,38146103.73927943,38593356.6285265,0.7233958062651341
3156935.985745702,-4706261.356251214,48344205.17287398,48504229.32964936,-0.5907813342609525,-2391807.6855393024,2046817.8074437883,38244153.118099116,38675234.1376661,0.7417637832812042
3060733.692142215,-4634001.69743285,48203541.54257272,48367303.43031383,-0.6012822298772038,-2333899.6466881316,1962354.954743306,38367616.790394194,38783639.35373111,0.7411828804214241
2969471.8497006064,-4534970.422023758,48051582.60043852,48212450.300545596,-0.5893112373422519,-2281972.4220281173,1862771.3017024416,38497929.32443281,38897899.493899524,0.7450866603841646
2703457.999361859,-4615780.704682386,47973453.19980422,48110634.07331427,-0.7400997754200263,-2098216.9558583354,1875231.5629306263,38652953.06923667,39039229.782907195,0.6947736737400118
2504030.8624280365,-4667002.606182498,47943054.38269718,48054849.56465038,-0.6449446546774992,-1958084.425613039,1866050.8402441277,38779281.08190685,39153406.08642934,0.655801642205125
2251915.6460166746,-4734096.0787299005,47874548.227812864,47977424.85521729,-0.6936106491861801,-1772940.7101294568,1844351.2999106327,38949282.22092711,39304799.67696092,-2.5350989968962763
2090776.989781647,-4792522.2430127505,47853985.65884564,47953386.23188876,-0.718975693039962,-1655345.47328787,1863551.3306713856,39025684.25666442,39391109.27363582,0.5690032304107416
