xc,yc,a,b,theta,xc,yc,a,b,theta
1991362.6362232866,-4809072.400329936,47735757.989288256,47888562.67013105,-0.8536059787773003,-1565671.2229667034,1792559.080395579,39153010.38318292,39486697.356950395,0.5477818739703465
1750766.1826009944,-4784355.198596925,47689098.87452611,47776819.994594425,-0.7727205853017417,-1401191.9275946533,1719638.6068939555,39666705.85204361,39345003.18057076,-268.106194650868
1592731.7598605126,-4805711.37093389,47647356.63225032,47731051.63027134,-0.8134069763036693,-1279231.7634479203,1685726.2343716426,39596344.94847598,39628204.24814715,371.29859657165474
1558078.5299508825,-4689038.631796489,47510103.07374413,47592019.36503236,-0.7880103073815284,-1261335.9179236053,1576656.7747147742,39583967.51742612,39882441.003992766,-62.36117646756055
1498470.3587600784,-4583451.172262206,47371182.385848835,47452459.20278673,-0.7870908843911757,-1218787.158919449,1459025.155314691,39880310.32312872,39806999.83694992,-0.8573005157690234
1448549.1297462147,-4457487.835461099,47210920.56100303,47293999.418740034,-0.7937684857555851,-1191620.1883381351,1343146.8361873534,40146193.18740783,39870822.448764384,-7.3811741745015
1428517.541612828,-4387863.548524996,47130302.80630361,47212871.28270442,-0.7950283047531186,-1177235.4572071452,1303679.6689858097,40048002.85184637,40047210.81872966,-85.91084851039464
1390784.1635658653,-4283978.422485775,46958060.337892145,46977899.67246271,-0.7127507378767354,-1152077.2269299524,1187538.6862894143,40331392.283831835,40059962.687246665,-1.0785457029868553
1336001.23384826,-4102421.7041538972,46757227.11300152,46870128.4720523,-0.837539619769607,-1114750.9119666484,1141642.3666370406,40265984.07397166,40208074.53605296,5.417473747209625
1282030.0754450278,-3887496.1040927973,46550850.76892965,46639352.48986583,-0.8581690495878465,-1079372.1101290972,1073631.4013075682,40337339.4033975,40300930.687525876,-1.2382481313888594
1267140.3125796667,-3763057.58501337,46418280.0219779,46505300.592368014,-0.8506952150867603,-1074418.247283867,1028749.1764366095,40492176.25789473,40268585.74335576,-48.19582378152386
1252648.10180301,-3628533.6265748525,46269618.11645505,46361610.63890863,-0.8649330238394957,-1066951.6953343307,995443.2000465088,40526774.6771919,40307320.50758155,-7.34466710437919
1229085.7111243308,-3554673.0500648487,46171292.725205116,46273159.907668725,-0.8887919745645618,-1050735.9445732315,981322.2993813546,40337444.227616355,40566860.44648964,-8.926749078074396
1202892.632394229,-3400143.2935418626,46106796.49473801,46016468.80334132,0.7073425603687014,-1034674.678228787,911398.9793955059,40490384.97618179,40531539.92769996,3.6408650364778445
1210400.1470294069,-3327160.820584912,46019675.236048095,45893281.90573913,0.6953616357356924,-1036881.9549349687,872145.0049011271,40649132.0219105,40445330.9897605,-4.175777627836079
1165223.154297629,-3155815.4366129665,45832365.59243229,45734458.23061413,0.6977042391797451,-1016434.0243905062,813153.9674620333,40584618.36548283,40661574.85970542,0.6329037461795175
10245750.611540314,3719713.832687848,54328918.91535002,54176712.9684608,0.2554500688421777,-6008198.804644804,-2454889.8993618186,35021791.2307832,33868239.08268132,0.37495741374648184
10831222.491026362,217973.94424933786,54104877.28393905,54061848.29853139,-0.26259472216280666,-6352857.46076794,-371537.3535506799,35126176.80330225,34021777.99281735,0.04705598824387511
10664112.62992187,-1192305.9679648771,53996173.02061291,53951479.64992948,-0.3914871796635471,-6314607.909698456,434498.82014411286,35235400.718152314,34095370.54954509,-0.0765608625879817
9892877.767505107,-3866089.4542231387,53850656.07097309,53840665.979912,2.170015803112562,-5909721.879783357,2038868.8670258778,35365329.679313,34219164.31733767,-0.35009302246474816
9286901.317939306,-4973638.903653201,53730785.13310502,53767629.427777186,0.2617543000362426,-5553413.239770534,2729729.250709985,35387286.56691808,34287715.26734227,-0.45935032031255385
7510272.001325874,-7178183.574760866,53676602.28304574,53595908.242533945,1.9403638059124442,-4521092.227551392,4047290.697686936,35481344.55326226,34434566.01241381,-0.7380693886392331
7957583.65564334,-6407709.93690954,53450032.25595257,53441831.03969063,2.1067884113115523,-4818497.897857809,3565665.510540963,35544380.861653775,34531035.04937752,-0.6475305504816516
8092367.896106713,-5899953.898329567,53208342.11015665,53271378.174453914,-2.8738244836723466,-4932223.168920288,3255678.699473761,35626744.881822124,34641953.406102076,-0.5999413221118657
8421636.6160336,-5174147.561671356,53048707.39211232,53049432.65848136,31.35624327340913,-5141734.063513819,2792622.472803349,35680298.51482603,34720697.327075206,-0.5158355025537603
8464137.06163044,-4689867.592292773,52878361.36929316,52906295.06884818,0.2673733160681805,-5233143.8507709075,2489838.8308696784,35764637.17593315,34809018.16049582,-0.4640527179927032
8343973.191038442,-4656401.146976238,52738726.18548834,52774689.6761357,0.020161223486706986,-5203256.106658021,2466895.3669239045,35854962.44498572,34879699.936368495,-0.45558705625190943
8313316.748816643,-4270062.835588597,52551855.160355,52614385.783914864,-12.006437789170704,-5224358.1918546185,2231502.5701275757,35916740.53650863,34973849.2222018,-0.43180217131146015
8273162.962291006,-3960455.4774873415,52344432.00963629,52354543.24634839,-0.24039184866565722,-5224947.2737212,2003419.5295016286,36006358.56902825,35089002.77454085,-0.39642338064219496
7940001.089518236,-4353196.580489578,52253937.74313529,52199650.93288505,1.4594657121979913,-5044705.921626811,2229476.8528103866,36086244.372064985,35192037.82612647,-0.4474565148874373
7435858.361644798,-5012233.479235157,52065216.16195564,52164017.13211605,-0.08213143665803148,-4748028.2248058235,2632195.0029324354,36186632.21210611,35304998.42533272,-0.5355991083229289
6825161.731389723,-5727995.45574802,52050723.20843208,52106743.107665665,0.079439797365378,-4381045.968547335,3059592.0314190374,36250884.32017797,35403946.84484893,-0.6392220229632875
6377948.376540866,-6085628.803841949,51949117.372945376,52009973.601524055,0.012662628057924008,-4119436.8255554214,3287501.065151082,36338121.464548506,35501278.32008677,-0.7026186023851754
5661170.5320540415,-6663689.139522955,51846170.3829054,51843770.49257282,41.673451656365586,-3672976.1538809934,3617621.035091766,35649376.75671472,36464404.15414997,-8.662577306775928
4982493.618288943,-7049900.75199154,51765270.91337017,51697067.11903288,-58.69690384194503,-3273788.0781127736,3857150.0558435703,35790619.42136557,36620818.13332598,-18.16677844837608
4336198.497206093,-7322084.238175392,51596654.75574538,51648952.500961885,-0.30661537179387033,-2875842.6948642563,4012302.5534463045,36444422.32164979,36237860.640515275,11.566382375677817
3744336.9586633635,-7612394.084435872,51522287.046813995,51537752.10813411,-0.8600599425603858,-2480574.392019981,4134355.079361432,36071665.33325359,36819650.94202913,0.5095057889913595
3364675.240221832,-7750155.670540144,51506484.594767004,51551440.50158776,-0.5942137027677754,-2236897.933266949,4199347.241845801,36154302.585579045,36896170.80186183,0.4600760833152737
3428076.250399184,-7594821.335635086,51357629.41096817,51416962.081622675,-0.797096114885517,-2304019.000774768,4104804.967922394,36241602.07785537,37007699.28086139,0.48962129937686916
3189540.640247999,-7642924.136221955,51342450.910065845,51388837.036197826,-0.3652077749489965,-2145734.702894633,4109121.3830113676,36319266.63875448,37048887.69316556,0.45070530871191694
3210130.9453650555,-7523019.628264545,51205259.40167319,51259888.47273981,-0.7050001236633909,-2164588.606647419,4028927.5174519313,36398252.78084682,37106487.093846,0.45958941357146044
3226063.6902519045,-7355059.467233447,51064342.91968917,51122484.56606851,-0.5509099201270955,-2187402.4539895193,3949218.601707856,36474773.83524596,37161848.5850834,0.47271978463722475
3127968.2508320436,-7378312.3374443175,50979417.12598117,51075091.377850935,-0.7818865248463989,-2123575.4900357574,3926226.2870811955,36548426.218221985,37247037.26029894,0.45858355863202804
2917454.900907058,-7417145.959423415,50963855.73790322,51032038.1357023,-0.7157895939343202,-1993682.107899285,3929992.2497180747,36627106.777482025,37329060.217036806,0.4260657711935783
2963741.5967200533,-7210179.840167963,50804365.435237095,50855084.836551175,-0.6228462787318007,-2047011.655548264,3806387.7620620583,36743084.61906717,37432612.35311629,0.4439050686066805
2925690.730671684,-7181612.225781831,50758497.67354645,50812633.55143312,-0.6825252815654238,-2017001.5012507944,3788464.789182681,36763602.01952462,37410218.594922505,0.451159261050127
2871469.5125357304,-7068268.728578972,50619146.901996024,50674548.02613407,-0.7232833182253966,-1998826.2201025744,3717293.876281101,36874114.47274748,37539396.85097766,0.4422386454402992
2887165.7325249393,-6974340.181784987,50511250.9243232,50583111.30711717,-0.7344912082327133,-2013426.6942769585,3616548.492733512,36965333.03842922,37585782.17926823,0.464746639480248
2856927.9258031338,-6883837.908370388,50414467.95336963,50489201.27701035,-0.6720229664678782,-1999936.095548723,3566110.817677126,37030541.51820552,37639810.51869333,0.46473923513788695
2848294.987770817,-6749054.112884858,50278792.27274484,50352927.05750481,-0.6703505362901785,-2019845.305252083,3492399.11810493,37120255.12247353,37753488.35383788,0.48586319100589687
2745292.2992157047,-6783799.31759263,50234301.95723241,50315364.58077275,-0.9265393161459425,-1944245.1580931167,3453656.6198062566,37197490.36124203,37802895.90104686,0.46254095923144944
2521653.947485173,-6819098.745263973,50183898.10579766,50262550.68130334,-0.8171854931689152,-1798813.3162790216,3434785.655433656,37309283.5897826,37915105.09878264,0.43953521165954723
2416947.030487766,-6824132.563406822,50175588.3487158,50235574.289494,-0.6607126580700682,-1721388.0395314828,3382767.2084977175,37391489.25039048,37947794.443496756,0.41680646270815497
2449195.0248045423,-6722280.907182608,50040264.21136263,50125096.91710144,-0.8749681179809615,-1760821.4388214534,3325879.7980080703,37454432.369182736,38044573.48354821,0.4399501290335678
2431304.832000747,-6554733.267730354,49886008.243120626,49963714.09027203,-0.710173795353013,-1751395.3151669675,3196567.342399383,37589075.782315806,38123403.73098763,0.4390792672782721
2201062.6478011417,-6618006.846003428,49837106.33378929,49918809.59353747,-0.9748571186086915,-1591901.3718656104,3197650.4396025357,37676030.585832104,38201996.44364808,0.4029710185715885
1970650.0895609148,-6662210.739488644,49792986.3724585,49877438.24176522,-0.9838917811930104,-1439071.3667201374,3184670.7959438222,37781633.311183885,38329518.95066472,0.3764113172740858
1727166.2685131442,-6676575.01247893,49746186.89730416,49817850.40832466,-0.917014227400474,-1259382.3285343747,3103895.6878029862,37939498.4268246,38429967.885954365,0.32795814420601616
1598026.4569086519,-6671596.26322266,49731371.393379964,49783789.1070794,-0.7595899212614428,-1173939.3730647496,3054070.9733234206,38037539.603784114,38530608.65516533,0.3077275196033063
1512404.0877198088,-6643251.882997334,49657125.10219706,49719159.641639076,-0.8670411291052723,-1115437.049536861,2999023.2103788764,38140847.08702297,38654074.030295715,0.2802942152941311
1355082.6633513488,-6589318.821616823,49582106.41077162,49626189.07799978,-0.7175128673778871,-1005384.0718744671,2882732.2475417783,38758873.58331472,38304533.486256085,4.98310852644159
1360519.6645977807,-6475513.969698548,49421243.60898749,49495688.90440005,-0.871628463847885,-1012842.3155049204,2788341.3149705566,38645621.5242951,38644792.124901175,11.353695104665006
1352858.5719223744,-6323212.191461288,49293453.53033591,49282341.47847866,0.3185500138135531,-1024722.4360413115,2706212.3817147654,38527015.44155001,38989192.42065796,3.4395053896494314
1364381.6084022818,-6194514.328609519,49164115.17912852,49215297.466303594,-0.8172748559375974,-1030797.5086567403,2637472.154340693,39011848.73922611,38592814.103764124,-7.560467993116191
1363413.0794782748,-6079637.127891904,48988624.36074406,49079682.41126879,-0.9318681081695697,-1037775.0450503859,2544428.5434048413,38713895.65910642,39151182.673818246,3.452488811085073
1310046.7806888951,-5992912.862070533,48875919.17718169,48968863.786393374,-0.9403719240460122,-997017.0029384887,2432829.7453351915,38849624.42805077,39249064.01473532,6.578861171901662
1300215.390937341,-5887804.17699741,48812606.13366993,48868625.49278148,-0.8461115422867299,-997569.3582112852,2374992.0053402763,39090391.59970754,39069577.18833262,-7.429879749898933
1293310.5807052315,-5751269.344108382,48617702.90802668,48697868.266560845,55.42818741981978,-1002468.0866295949,2257227.95512691,39052016.08234791,39425561.31678407,-12.255597898052718
1215284.364601125,-5687982.263324735,48571522.39173691,48627788.86758113,-0.8691975323674095,-947288.788151666,2193096.5481252037,39514355.127528094,39149085.98374562,-1.2729588085634205
1151721.8698852272,-5683158.425070192,48531529.030274354,48504825.23251481,-11.893441999353483,-892435.0813118964,2144664.457734359,39226118.21070313,39579824.90175245,-2.8570584914853243
1079242.188427266,-5657699.057356039,48453333.13979238,48546335.959791996,-0.9790942336580751,-837989.5106568531,2105829.1586288596,39290952.99493667,39637606.418445535,-2.8728054197178206
1059547.2532253664,-5487054.8305708775,48314325.8944527,48368232.748858586,-0.9076891001425462,-837590.3330034878,1980391.5420273435,39437777.22268026,39769131.53152715,-18.570962812785854
1055059.5211122385,-5385543.2625484625,48152285.58935508,48237377.380781494,-1.1501091571559605,-837295.3511088445,1885260.3622804491,39868346.430952854,39548488.33221881,-4.428098781621768
1049422.3199894202,-5257102.513735337,48029940.83647725,48029028.65180598,-2.785728744006079,-832576.6397031109,1793668.2756205073,39823594.12461597,39795924.44387559,-1.210647591500549
1027093.5511163081,-5090154.8107325705,47871470.1637759,47933278.979200415,-0.9504110151055569,-830961.5331557415,1732913.6068305133,40095447.65080287,39749342.3491012,4.983086645918332
10300431.945500761,3742449.6581212846,54396232.52483186,54232838.31598735,0.24960109300008684,-6024943.6919931155,-2461527.4511707444,34995252.46063365,33840341.01072244,0.37520207447492093
10872674.190166298,214755.88351539816,54192776.344734505,54114136.577756524,0.026397795859308716,-6378793.757524218,-372752.5461074256,35110791.19517197,33990430.63880221,0.04631556683027842
10711264.364868665,-274294.87035549857,54075143.0258983,53965290.360263705,-0.17060179379436546,-6377982.698182728,-112218.75195004024,35237513.03215058,34055417.33979157,-0.0010134267976139207
10539957.794635888,-508173.1208649938,53839178.29760477,53788964.903901465,-0.20125287294040273,-6268499.119184993,-19513.99786644745,35261381.303785615,34168099.57264542,-0.01796626370086749
10252436.7623602,1405970.751760121,53606363.26447085,53564519.268981986,-0.6835046092280493,-6140545.458938776,-1177602.685166037,35314640.03147238,34208742.970786184,0.16868265240784264
10229753.911206327,-1140604.1490074787,53521011.40156918,53476214.737667225,-1.2374265800111406,-6132270.673377291,362820.8934059401,35384132.95947601,34335920.37802011,-0.08060746360782971
9499072.49322889,-3576430.38963039,53390082.60068026,53372209.8922639,-0.7153175862168138,-5768138.906830751,1850510.0458595024,35526666.83594995,34465904.784169294,-0.33704685030653525
8156161.918569164,-5839026.300133951,53242638.41507511,53249533.96790102,0.48446936341691316,-4992474.14621065,3210221.074899351,35648887.44724353,34623583.62307906,-0.5797747720774198
8130915.905354334,-5641331.129230771,53206194.2551995,53120132.004430935,-0.8238916414663008,-5012159.130211821,3100608.369255581,35702369.5198816,34683316.627660714,-0.5805552862189739
8297902.672161919,-5174113.804463707,52883595.38480362,52976698.30701949,-63.007790069209605,-5102519.186380381,2766772.4310052646,35759067.985926546,34793954.450842164,-0.5153730067674824
8300257.3143887045,-4727254.334912452,52755554.55861447,52740514.8357419,1.794762964696749,-5159056.080644382,2485726.2469117437,35838702.01229674,34894644.91838835,-0.4707145902148916
8286026.770159357,-4378504.331300112,52613599.45372356,52556072.77039792,-1.1657262166067142,-5204615.812483026,2252670.946294296,35925110.90173527,34980359.04632697,-0.43171860311656196
8317791.205281124,-4014706.897922604,52385620.36603827,52434594.542740375,0.03737263620532562,-5247451.694069537,1998375.5247348114,35989480.84256147,35059723.33955778,-0.39457043862746527
8114562.560066106,-4214481.316506845,52250461.32919634,52351746.37289505,0.09067852443204368,-5137252.84680055,2098080.9289697995,36050180.06556892,35144843.71264986,-0.4109263059248592
7994747.466584142,-4099186.981529836,52077165.86204122,52184350.90534684,0.07086344965113538,-5117867.19638465,2022527.283668314,36171616.103848085,35231224.59548325,-0.42077885342392357
7859517.26900524,-4205774.210610379,52082123.83794731,51999214.39614623,-1.7961384133913625,-5016552.326328089,2068910.034646505,36158488.00239213,35295889.69215217,-0.42232288355291797
7272056.412383891,-4963174.812743297,51875708.866316505,51981190.230791196,-0.10322569090396236,-4673057.636935486,2575964.4499830343,36262481.86228809,35413784.706969954,-0.534995205236953
6623087.701559123,-5610104.979849468,51795553.70946742,51859328.18304038,-0.03578707786673923,-4293622.084009078,3009971.8024993152,36355842.064048566,35530236.10966718,-0.6414592109786561
5790176.067443218,-6360403.6532520205,51677115.856348984,51697863.9153852,-0.37802936479204813,-3795281.7336983173,3470314.087383479,35682125.94718255,36531692.622965366,0.8083924064287287
5018162.639988493,-6887356.457980576,51547192.64938781,51554821.35122814,8.84087379500486,-3280701.7877559485,3759299.5490957727,36635099.42109457,35856370.63530392,43.09825305337189
5066378.529468911,-6540271.1870104,51338007.9726384,51405788.88019265,-0.32097320147185193,-3358502.4414014188,3552480.9622184243,36373069.74750408,36281820.65398966,2.437587222668853
5062443.679555446,-6415774.527866576,51261450.53949323,51256630.47628252,-20.744641666859795,-3381337.7092611543,3456983.9117721077,36277563.66755936,36568731.293823905,7.144948438430001
4968387.772590948,-6325318.744127058,51085013.927525185,51152081.70493547,-0.3898202340256002,-3338891.789083535,3390824.316575982,36163226.63943861,36891864.1047713,10.163368924856576
4994870.039766443,-6063906.045050359,50878283.09583592,50953237.44652895,-9.819688629867315,-3385563.7827177285,3215826.433693369,36284017.13524824,36995492.95537293,-11.798610817519778
5134867.948706013,-5731329.785521613,50678556.31967049,50786846.40591648,-0.38057517477123565,-3506412.7760616727,3032180.0782193784,36347989.666209914,37077839.57600534,0.8042385579720436
5089785.171346508,-5545268.601641257,50509161.02677077,50602841.50741258,-0.4154027534471179,-3500932.7714264137,2892760.988195738,36687943.2889819,36902075.45180197,-5.331565432837752
5283777.669481379,-5153533.225618947,50287404.971508145,50444878.66885244,-0.40105830379871227,-3635260.4681562865,2650671.455609481,37188327.03330798,36519229.772496745,-3.822858393882159
5296129.441408188,-4933673.677326167,50194665.28143299,50306489.29514335,-0.3246571915286228,-3671088.494349332,2498874.1089336704,36946157.180902824,36841567.70981837,8.69865908091133
5224357.920259813,-4867348.60479697,50082599.14499975,50190886.97171225,-0.3698055127048568,-3637598.7720659394,2425985.713950225,36968155.75723906,36950871.76438778,5.570269186052688
5181517.314846105,-4694381.187467952,49840531.540125206,50013762.41126668,-0.3946935911725865,-3631971.842889439,2296783.4649899392,37077339.70301302,37090882.45581205,-11.70766286312798
5015102.755310283,-4718494.476017832,49764778.974903226,49893794.54493996,-0.4407042005948303,-3564192.195456881,2302169.6599213947,36875255.034173325,37536923.2812848,-5.367132155448792
4568576.192698831,-5095717.269832583,49716797.72492721,49835916.89935148,-0.4915930330643091,-3249041.897311304,2508143.6153354524,37018616.62578415,37614247.719174325,-8.579337424910177
4192271.6669660714,-5375729.988794604,49624513.38168902,49784515.92719147,-0.5545735548498724,-2999029.2243619747,2704071.4750673585,37499319.655219644,37376800.23412551,-7.137214103436989
3824431.0887100236,-5506779.814292133,49567123.165572405,49669691.452421516,-0.5252757469197515,-2755632.5689651715,2739303.5747201657,37283108.730290934,37845877.60834348,0.7152325256702565
3516339.5349619375,-5677390.669485938,49487448.19129074,49618369.714397214,-0.6051870629733597,-2538096.9987020697,2802350.364192486,37408511.64750958,37956268.87770075,0.663487063770223
3157191.553105093,-5793146.563013634,49388106.60229037,49513255.33411692,-0.731238527491064,-2307259.5780783263,2870551.30055589,37541941.757063255,38107212.88786249,0.6149792958637729
2781038.7726101577,-5861602.267991396,49310461.90131577,49396933.761712424,-0.6866032414963827,-2041637.3479478622,2859056.532273684,37729472.95228367,38229950.45051729,0.5444877541047901
2453353.0759652318,-5926966.548271743,49185267.875992715,49294271.603031404,-0.7925296526751382,-1821507.3561365895,2852200.2186922,37901545.34759117,38421212.75415284,0.5021808692819416
2351303.163043369,-5849161.712500693,49089440.36106959,49175338.187745735,-0.7702753229704344,-1749760.9512418378,2756843.2930013374,38033118.71941557,38497825.895680286,0.4849491119367041
2299604.8024303303,-5726022.524413604,48940283.11957693,49027472.350677714,-0.7626216457122714,-1725240.2542420896,2654979.7614799663,38161476.97401891,38615039.72414102,0.48969876782592126
2309753.114094118,-5599920.650362704,48818415.5968017,48905123.02708434,-0.746094375100921,-1742539.602310506,2567273.6531225643,38243883.94653961,38684971.228917785,0.5049069459198963
2291137.6052612225,-5483663.46978847,48660995.11291178,48774022.962282054,-0.7897246298120574,-1732952.4269620308,2497787.259720236,38325822.58930091,38757461.3221391,0.5123203662306385
2189709.7892973083,-5445215.785681413,48600152.6778358,48691123.33268682,-0.7729136015958407,-1668208.73971213,2434329.614854545,38433759.59237361,38850642.04871978,0.5000921081740384
2145040.4872810747,-5357059.199809326,48478566.51396347,48574416.29353682,-0.7980245686432215,-1643551.5708256464,2343622.398700332,38545958.483190596,38951773.554763734,0.5036477528867928
2107105.4844029015,-5252136.077910258,48357648.69207177,48449492.101430215,-0.7726969946845227,-1634941.960466604,2258404.041655413,38652293.817706786,39073650.95282292,0.5192432189250502
2053564.1750942792,-5204347.6278357,48235217.3841035,48351717.93574454,-0.9342151817923188,-1589929.8142294907,2165326.424507071,38767801.52461318,39150402.017630294,0.5077676497892442
2053462.8292084616,-5117297.02634439,48074614.79535886,48243977.435498856,-0.9032021790877112,-1585386.79430905,2065314.2637985023,38872060.38601442,39238807.724626064,0.518589747899385
1982273.2416225723,-5029683.814063974,47939170.3093482,48114168.294779204,-0.9187678115090254,-1538927.643149539,1965399.639646252,39005341.910554454,39356001.451865695,0.5176793308641084
1929500.9723426495,-4861128.686289994,47800931.202557296,47938224.40705194,-0.7885848816141675,-1517026.3840490787,1842552.2653396884,39146844.73669668,39483437.99938584,0.5266411432852767
1866273.8334799856,-4714112.063359728,47672840.41452937,47767014.80943756,-0.7596209308287358,-1490799.8301762238,1730181.258237672,39279621.98042672,39605112.71388651,-2.6089601427161435
1821536.8331567387,-4590930.216555545,47521726.915057786,47614974.759713255,-0.746671389060104,-1466091.60388225,1613827.6558735394,39722094.231821366,39411684.19729125,-4.171806511817674
1774903.3254068515,-4542462.857543514,47442790.741144076,47535309.422789104,-0.7468831552287664,-1436551.7466098652,1539766.828317057,39812721.70683012,39505972.30803087,-4.17437947687457
1697230.8021818206,-4475182.635837867,47335260.39471251,47425863.504062735,-0.7430226366049206,-1381327.5205443513,1452733.2519739075,39919605.96244327,39628775.51863257,-4.180768775829092
1628753.6885241943,-4377696.349056521,47198030.47852057,47287550.617538884,-0.7406504930361747,-1338442.146188004,1349016.634324608,40057631.77135177,39766077.55723383,-4.187316659233284
1597250.699148463,-4301570.543262162,47081687.80261979,47180088.48708984,-0.7874326962521591,-1322518.4591653016,1255630.4662521891,39869626.801881,40157606.305245556,-5.732925240485136
1545024.8050211251,-4188748.694137595,46946425.738055795,47037049.09869958,-0.7295087417823408,-1286817.2405374732,1144292.60353236,40277329.95771098,40001425.82105894,-1.0465822111516838
1537583.4508222933,-4109161.2313233665,46856576.40736635,46948128.93703733,-0.7261373703880116,-1280276.387011713,1089045.9172299076,40291395.09359897,40045537.28944328,-1.0200416175288156
1492495.2204761934,-4027528.3252905607,46716897.13368664,46819864.78742104,21.155839590383422,-1248497.0121597634,981311.7399759201,40403116.44132086,40168833.45100914,2.126740507991886
1438168.2431359438,-3955486.826848964,46644599.60705663,46733572.659043,-0.7277323732652662,-1210359.6175584814,947185.172799657,40346155.9484822,40337587.01728665,8.326266701518675
1368650.4807950202,-3866131.7444769987,46509168.50125821,46599113.80235084,-0.7258774950709451,-1159889.1609236316,832924.3108549719,40478935.70235768,40482873.06120638,0.6619746481905884
1347989.236637679,-3786239.211090372,46415604.99535055,46501718.90667521,-0.7176963956089636,-1148506.5477419195,778368.6370980144,40535517.37732926,40533982.07859987,-0.7715617790877786
1283422.0215283928,-3673725.147857158,46259041.522948265,46344614.44179374,-0.709752286088537,-1101908.405210722,650519.1360147956,40780179.53114537,40581286.5876653,-1.014950761647757
9999691.690243194,4392676.986764259,54339713.28717291,54198157.65944528,0.273540893699306,-5865098.009845432,-2882946.2908056923,35018663.26088062,33824865.88116703,0.451913523964344
10713337.941629026,2087952.4477465034,54170624.04503724,54129540.41440899,-0.49092391869621604,-6292826.561609574,-1502482.4459520017,35119255.95021268,33923767.99539735,0.21543934728771486
10816669.262251157,-524162.680360627,54031100.45127042,54011611.36546161,-4.529198627032426,-6330906.975654624,56595.52231967858,35148658.44733724,34060688.823193446,-0.02225734169862103
10591675.914452668,-861756.0899883473,53809081.64595452,53856523.41089468,13.134348543502425,-6274245.400266026,224160.97368696798,35259827.09553317,34155802.653025985,-0.054293744796316594
10346899.806217156,-787723.0880541572,53662402.951864414,53590831.8068399,-0.6333079943397059,-6210882.489198829,145365.36442392645,35360931.20043479,34259214.19315877,-0.048603500857959524
10113846.023037992,-484669.10582227923,53465598.87342982,53373047.69040362,-0.2944440332689086,-6144054.561133809,-78020.83120850105,35442853.36990926,34357233.141080745,-0.014367884211107105
9948305.9969125,-458174.5920764753,53279206.79071838,53200556.793206796,-0.3562807568762354,-6085539.103506229,-134913.77698798897,35515235.15223167,34440177.81690766,-0.007765544793564555
9587180.957899945,-2309832.7371922787,53146498.1993895,53083682.086349994,-0.6100241806692782,-5892885.58427419,1011059.2691499795,35616513.53509421,34575846.35532942,-0.2002708103724657
8811176.35174294,-4303438.865885144,52969279.5939331,53041682.47746315,-2.8564931448190136,-5422143.256042879,2222510.117350962,35710552.07740284,34718957.26095208,-0.41582395335089767
7862068.670956446,-5815980.483368141,52896848.179925345,52971240.2353041,-3.35274585659163,-4848228.147979549,3127827.7339254166,35796102.40621834,34832087.96022577,-0.5902762624391849
7867691.4185481155,-5379266.639725053,52753880.728723794,52766150.9739073,9.80310229735378,-4912460.210100422,2872724.992588288,35871093.11414607,34935311.99868165,-0.5515510264891108
6857161.135129628,-6582221.940771444,52628190.88885351,52704469.7534447,-0.10932460682200915,-4291551.5150136445,3587852.0111502153,35985683.83007414,35064771.99161538,-0.7157061357209021
6978734.694855242,-6196992.179377864,52485110.0801509,52491283.86701639,-6.496514956999891,-4403013.03311774,3337274.6147822905,36065150.73783237,35159177.913006715,-0.6743276469861261
6719049.639629898,-6306816.784321313,52309115.99094755,52404224.390733466,-0.11830433957820828,-4250738.106172049,3389683.6392684607,36136933.01788683,35267076.90056969,-0.7008135451846734
6537202.7117756745,-6355735.656050682,52229245.325988494,52282731.03220055,-0.2666144062127097,-4183188.238768736,3408202.2694524354,36239405.06420803,35342590.46693124,-0.7044848663433102
6744618.974423858,-5863846.375081827,52065251.56903804,52129146.450251855,0.05747295038409913,-4347664.091825628,3118512.5772738196,36289163.84695671,35406025.73777541,-0.6446929764496369
6940550.626912157,-5333522.137785686,51868544.6599503,51931646.25634454,0.029287525759449463,-4495281.138515387,2793375.456050185,36333873.23596434,35479295.339042306,-0.5834395219749315
7094378.974902337,-4839431.919108702,51687468.68365772,51765404.38835496,-0.014197840182921804,-4613031.99826305,2481818.82102872,36374829.566754684,35546916.761981115,-0.5281017177441806
7029383.443121047,-4584343.196887289,51480143.378431335,51565429.65163133,0.026188339573117524,-4632822.103555002,2317712.0010482217,36508991.75217637,35650875.27077797,-0.5104359445302172
6978448.172093601,-4538719.829988256,51397963.792589374,51411318.62362259,-0.38481484240965586,-4582632.09552833,2240648.6683885027,36517732.93856389,35727242.644691095,-0.4939430203914784
6530970.326184799,-5042155.013659009,51357418.56667694,51352339.22209531,4.6393702951503775,-4342459.19157619,2587107.037316143,36648761.477691025,35813196.31107802,-0.5928041982038931
5973820.241327278,-5586442.6993236225,51221732.630214445,51230497.45172819,-6.593559071205422,-3983644.7100982238,2923079.8859439516,36766919.75171693,35954091.79962284,-0.6846931039177779
5516597.072023637,-5945549.2927989345,51107847.940947235,51199651.1748414,-0.5451118137919467,-3683703.8262600983,3134928.771585285,36057941.24145193,36801785.36967482,0.8250497500419087
4921996.968119467,-6302331.730997146,51024278.36794459,51092672.54191904,-0.3673072140802546,-3317875.0899624103,3360861.9767610347,36202151.54554086,36926605.179537654,3.879422411672406
