a,e,i,f,fuel
43060483.845397495,0.024006155178918617,0.000347498261967829,5.757649773884956,82.77831880152237
42233638.84301899,0.004061976282805816,0.000325992860520298,4.341873764955908,315.3525921583176
42289993.28466762,0.00362790361739993,0.000847030562055164,4.670807866818908,310.55259215831757
42311646.11463132,0.00396356884561561,0.0011816821085714193,4.800098947118189,307.5539546251297
42356204.748097844,0.004029299519534238,0.0006603518241632208,5.062141222368319,303.40238635540004
42366582.64570207,0.0035068051782269796,0.0006862265945358587,5.185207347836866,301.0922383785247
42418188.208849885,0.004088104410882076,0.00017683103727200117,5.457559171535643,296.69779739379874
42419196.51779855,0.0045367112352536565,7.835086812386455e-05,5.3676664693947576,292.73631682395927
42424103.46087429,0.005030114265775024,0.0005944623501396806,5.317046262551134,288.1642256498336
42417070.68272354,0.00538688412673424,0.0007990686423627385,5.23427261468119,284.69163761138907
42417398.80245605,0.005931594863819045,0.0009939728100992451,5.184138954995429,280.89249267578117
42423018.42475463,0.0062325058696939845,0.0014402158086691855,5.185201810660216,277.81068422794334
42420086.670519575,0.006605588806210817,0.001960819772360048,5.147931290783244,273.8032294988631
42420116.9087554,0.007189983420953026,0.002481356515138128,5.114636349623922,269.0032294988631
42442939.512964204,0.007706372382517868,0.003001051109046736,5.1671508220881055,265.47335575819005
42479492.83176956,0.008228373828449003,0.002479812462414196,5.258954975510036,261.84382680654517
42523889.52346596,0.00882528172323259,0.0025040794086782694,5.363188207412842,259.3386221528052
42551783.87646848,0.009189023001134892,0.0019841044976801545,5.427471580589979,256.1387497425078
42604706.35473734,0.00995875593352523,0.0014646079622484686,5.5319443572920814,251.70335907936084
42658330.48884026,0.010813796469423763,0.0009472646238957113,5.622181082878657,247.2776608467101
42714580.45748846,0.011759774170557053,0.0004375592723986887,5.704128330347162,242.7574887752532
42771027.522683844,0.012692258412390677,0.00041849063679539434,5.783421790932617,239.76697124242773
42810183.57131128,0.013354600235201198,0.00046833650985316535,5.833264952988354,237.60726825594892
42822011.97937328,0.01375729560577298,0.0006812641808685018,5.815501109475175,234.1117288529872
42855304.58088204,0.014389742114720694,0.0006066907172787463,5.845073669874345,232.26505846381178
42858574.919739224,0.014524134665826742,0.0002853870526018083,5.835231901717685,229.28738254904738
42852980.84728259,0.014448700158518289,0.00030595823773663214,5.824139355627857,226.14462634921065
42883134.819037534,0.015127761769120776,0.00021155520123210394,5.8356905215464705,223.94311564564697
42920369.95074609,0.01587146418215888,0.0002957979458075419,5.861956039220085,221.88037442564956
42929162.17817032,0.016230247030678508,0.0006953155347003437,5.842411786805001,217.5346738278865
42920514.41093721,0.015979960601873143,0.0006123397076030732,5.846595991988332,216.8024843811988
42942278.64241164,0.016542386764344844,0.0011233182577328929,5.845009173855335,212.85098305940622
42957940.18642228,0.017018963719074125,0.0010932819999792465,5.835668710895415,210.06948286294931
42961421.942134,0.017133561015216167,0.001398627992958038,5.833954962250372,207.6432664394378
42970120.11987203,0.017444725436975395,0.00178656708197855,5.825147965884999,204.10335016250605
43002957.06443199,0.018185009617539112,0.0018063006282290472,5.838200898489727,202.25851381719107
43052826.115579784,0.019180777724766916,0.0016135314473079408,5.8699661498890405,199.35642448365684
43088089.50679881,0.019955727630431692,0.0016098289382617422,5.883069765823651,197.6291572719812
43089485.38942577,0.020106346175850803,0.0017108506045422672,5.871240195695703,194.86452516615387
43103144.73532653,0.020549337428851806,0.00119445503179517,5.862062945967917,190.4582903295755
43140849.485245116,0.021175919434445932,0.001062139034468639,5.898919614697231,188.27959578335282
43194094.85580646,0.022173097562038287,0.001141385190396074,5.935617638706871,185.5917468577623
43261936.46821985,0.023496348991645266,0.001288792705290491,5.973250762022399,182.0504524260759
43311079.71895535,0.024500780752255338,0.001381400678017852,5.9922590634499,179.7299639970064
43351910.7462389,0.025357116730927717,0.0009811745928749486,6.003592645139051,176.84321940243242
43409166.02750307,0.026506994283030605,0.00046605712819993957,6.026072024293235,172.85874222815036
43426542.41943099,0.02693295681976062,0.0001542547192238837,6.019427380927414,168.93283827602863
43425608.037111074,0.02695084566412896,0.00036161339510984094,6.011842911561578,164.81495741903782
43416467.10022377,0.02678676058966022,0.00041695613662572463,6.004263153228148,162.4071911007166
43434043.20982863,0.027244143044099292,0.0008163013859696121,5.997782516090307,158.21477219164373
43466190.22004725,0.02796391959691489,0.001330415586037131,6.001611080355541,154.41692228615287
43463513.61298213,0.027946911491454122,0.0013562898599204021,5.99674922106369,152.18580187857154
43476676.91138033,0.028340908585756264,0.0018704397960048447,5.987728448457375,147.40190953314308
43505730.82784709,0.028929623257961116,0.0023840121364803527,5.999962442684244,144.7562813803554
43524278.030309066,0.029264782236405922,0.002897576847279626,6.012980323445485,142.5736118242145
43550875.14487946,0.029771598291614534,0.003127260439213062,6.027359301326492,141.05485653728252
43566164.85468722,0.03019255338128571,0.003640535000294498,6.019426562238434,136.2548565372825
43573331.15317448,0.03042765512523015,0.0039329527299546965,6.012669225538744,132.5245503291488
43569451.46487193,0.03040955608137264,0.004446742092476119,6.006805199973294,128.56993526071315
43567225.08015514,0.030439528991167867,0.00486670660624098,6.000673416835661,124.83673115819698
42233634.38366747,0.004062013993854447,0.0,4.341849390603737,316.62297159433365
42289974.53604631,0.0036279276902152434,0.0005212477804169227,4.670685814607352,311.82297159433364
42296949.65583865,0.004157582185255956,0.0006620265594556483,4.713363588067793,308.6063796639442
42300616.296969995,0.004739884729176903,0.0002652870801552528,4.731686723698554,304.4289832711219
42261212.47507402,0.005004637263219481,0.0007572020551118713,4.546162368376844,301.13093274831766
42312411.80531845,0.004745613423013074,0.0006011029882823224,4.794498013697683,297.68752464056007
42361374.56275505,0.004730967860360365,8.218313815751124e-05,5.044058253616569,293.26503206491464
42419232.199240945,0.005158019737914788,0.0004415432220976943,5.306512847193897,288.4650320649146
42426023.32493413,0.005560853674655531,0.0004159461280421662,5.2895974346451835,286.07927604913704
42426632.24060438,0.006082927558684613,0.000770324145744643,5.2369076139421855,281.7894179940223
42426991.82220609,0.006627879975965717,0.0004011525344699248,5.1929528774670635,277.4542215466499
42427164.80013808,0.007192642657563194,0.00021983748048704955,5.156245531171419,273.69662975072856
42422530.56079787,0.007690360350119343,0.00037620914965834574,5.114856117996811,270.23147274255746
42438640.749466,0.008225549869298644,0.0005764919894294464,5.142635548357314,267.3185769081115
42443581.12765091,0.008801319685873844,0.0009142110664209622,5.133055100650167,263.35858809947956
42446354.69632918,0.00877470575663268,0.00039404215305236537,5.149440484609278,261.34183313846574
42482602.70255259,0.0088467322850733,0.00012681210717832315,5.2606644104097295,257.5456791639327
42516953.04922943,0.008955125437469832,0.0006461195641333719,5.366607234888607,253.8732179403304
42576460.609313756,0.00971371883940925,0.0011650421662856953,5.496428041558923,249.07321794033038
42637002.64570992,0.010603222572012167,0.0016832664273584035,5.608181604380144,244.27321794033037
42639915.72516965,0.011012672640353499,0.0022022398586319714,5.5736244453137695,239.47321794033036
42651199.929574706,0.011508718955217347,0.002131870302712165,5.560930090059347,236.52695488929734
42666700.306412555,0.01203239541447453,0.0016957750238949616,5.559916912002672,232.7678987383841
42669465.64602521,0.012476513957576749,0.0011774857927928277,5.531721934217187,227.9678987383841
42648174.60507483,0.012385917511866577,0.0007279956172747466,5.487397576506315,224.47687271833405
42654221.16988299,0.01289302281970542,0.0002727491009612184,5.469795287261656,220.04971331357942
42617656.38123438,0.012519100142279704,0.00016048121568969448,5.41314569897173,217.0113649010657
42608242.648203984,0.012705127160427265,8.359456606073488e-05,5.385680222802449,214.25939472913728
42618022.45825618,0.013271700164442868,0.000147494446360141,5.380754461584564,211.21310054063784
42620138.35699537,0.01382126873133015,0.0003985119154374079,5.361633152773611,206.41310054063783
42638845.488717906,0.01442944611378265,0.0006901389010737167,5.375484156601166,203.2180182576178
42699106.22055706,0.015220104500384706,0.0006444720453089144,5.462202808130355,199.89716379642473
42747710.61484902,0.01580483589266981,0.0004875189784680375,5.534538556243244,196.8122886240481
42797871.79777176,0.01665911910532428,6.749517604112252e-05,5.589050085846805,192.70346131920803
42851729.4319109,0.017582425090727327,0.00020419793432570557,5.643319896289588,189.5415174305438
42898219.90699139,0.01821812118564421,0.0007145461721581318,5.701714753234332,185.56928263306608
42963396.41174073,0.019346220250550116,0.0012293569398339427,5.759451138869369,180.80884781479827
43030554.59677648,0.020539821897116322,0.0017439841701160285,5.812866585282413,176.00884781479826
43059039.88481422,0.02120344842787772,0.002259051572253978,5.820409796767862,172.27520152926436
43077064.59383881,0.021719605814447755,0.0017435643579363398,5.81687768560899,167.9718089282512
43076540.2638,0.02188437291567531,0.0018421662286887052,5.8033791583836605,164.8926532685756
43069694.615874946,0.02181835397267327,0.0013282809275231063,5.797084396526637,161.6174413621425
43101773.31705808,0.022549402139886165,0.0010011789475031527,5.8082811409364625,158.6298418939113
43120458.95282989,0.023095571598381517,0.0007199260115508737,5.805790268331917,155.03603940606112
43136033.879752524,0.023604334881400853,0.0004713080221361707,5.800457263712496,151.34928383231158
43158834.6022825,0.024218199993603577,0.0002460856470678411,5.802171693960118,148.04770080447193
43168885.15978372,0.02466014025003451,0.0001869852875349042,5.792291067044092,144.5838967621326
43191924.684354015,0.025288572063384637,0.0006357958983876,5.7943896576279075,140.45799111723898
43202687.17227887,0.025755713218323744,0.0011413701778686032,5.785575931309924,135.65799111723896
43212167.83260966,0.026176051403420747,0.0016522588077637734,5.778792778923418,131.13810369372365
43223450.85445613,0.026669234812156703,0.002032890544537738,5.771011289726215,126.75776862502096
43244558.57258566,0.02729782661450034,0.002001288752763059,5.771892493442003,123.98583950400351
43267545.12398198,0.027890645150452677,0.002512995618577388,5.778485321324701,120.35381905436515
43288210.02229836,0.028518183340375453,0.003025026933275806,5.778786369843056,116.00443086028098
43300638.702987306,0.02904175542091147,0.0030640287302007895,5.772649630138181,112.68184985518454
43313207.25785965,0.029575158044984395,0.002730947067657027,5.766888996731653,108.44117957949636
43295569.60973063,0.029391696873017074,0.002725024019242802,5.758314561024715,106.55777737498282
43308466.993508264,0.02994752685946369,0.002499188429845847,5.753004588911765,102.65020831227301
43303729.25176033,0.029859878518019835,0.0030093645816796507,5.759338660560905,100.44597457051276
43325277.82512841,0.030531288337550384,0.003519454877367506,5.760533172863399,96.07072628140449
43313726.18421961,0.03050214424355639,0.003448978714672285,5.753338342814048,93.76285037398338
43327684.91613428,0.03108939838351111,0.002939275477724154,5.748937958787329,88.96285037398339
42215709.54587246,0.0044635392403625015,0.0003260608860433982,4.2749313162184635,316.3515393614769
42257676.20305106,0.0041888866823344756,0.0005773590387775027,4.496056464994342,313.1595631957054
42300406.07928717,0.0037917146869848725,0.0010108967994696813,4.7389274432359265,309.2783780455589
42306697.91100966,0.004338007054324011,0.0005404746645449381,4.768134552350945,305.0103164315223
42306088.25794204,0.004978191183578561,6.411493833036243e-05,4.75884035021434,300.34089087247844
42298847.83573953,0.00555982129007326,0.0004600722231866641,4.726094695852723,295.8421328425407
42296453.521220855,0.006166846350278167,0.0006989427253984675,4.719993919494655,292.12810716629025
42343997.57380365,0.0060441190972972516,0.0011517371774822085,4.911582897066981,287.94406795501703
42401077.9926816,0.006288835657272896,0.0014177248005270364,5.130872493939455,283.92419193983073
42452502.823122814,0.006652298170176799,0.001460946233627609,5.314673148836636,280.89404762983315
42451711.01387157,0.007056534048325307,0.0019811941776168665,5.273794072631102,276.56957629919043
42510380.91193621,0.007714781157842644,0.0021139417289426803,5.440796907571469,272.95699038505546
42511644.33045655,0.008182865084251974,0.0018669106649594326,5.3965206036110365,268.9962087988853
42534124.78638607,0.008749588970283592,0.0013472095590230516,5.423488279600787,265.3743688464164
42553050.35221894,0.0093059991707034,0.0015644559111667078,5.437224664742222,262.47034516334526
42535937.6257609,0.00937840396479127,0.001298879703549653,5.378682344858139,259.30615257024755
42513537.78679864,0.009369463634879295,0.0007817253928670495,5.31484605370107,255.68308271169653
42494271.788364746,0.009495975820470874,0.00045384568263821546,5.255078294135667,252.3909107208251
42494870.66013164,0.010061074590723943,0.00011167619466297711,5.229247504040049,247.69181408882133
42498310.80284302,0.010444320596176919,0.00020934466973798987,5.224274226616329,245.17048414945594
42538173.38141873,0.010930367436098322,0.0003697422977143541,5.305849910458664,242.4277400016784
42585971.45089617,0.011448572725883182,0.00019008141270807766,5.40214273100121,238.19090621471398
42617007.759149246,0.011674427276668752,0.00017382024819895955,5.474020160370497,235.43853812217705
42669337.72047013,0.012406844011367654,0.0003298579991817676,5.560821081895721,231.2501510858535
42731183.39356894,0.01336990555794013,0.00028738211179671195,5.648397447283494,227.91216096878046
42780578.80348701,0.01425665095174904,0.0005003683443872774,5.702710021566048,224.7629517912864
42830136.91860584,0.015003550611766716,0.001011964033928625,5.769933383672221,220.60995404720302
